Stock Name,MarketDate,MarketPrice
Car and General (K) Ltd Ord 5.00,12-Feb-24,27.0000
Safaricom Ltd Ord 0.05,12-Feb-24,13.2000
Nairobi Securities Exchange,12-Feb-24,5.9000
British American Tobacco Kenya Ltd Ord 10.00,12-Feb-24,424.0000
British American Tobacco Kenya Ltd Ord 10.00,13-Feb-24,425.0000
Car and General (K) Ltd Ord 5.00,13-Feb-24,27.0000
Safaricom Ltd Ord 0.05,13-Feb-24,13.2000
Nairobi Securities Exchange,13-Feb-24,5.7000
Nairobi Securities Exchange,14-Feb-24,5.9800
British American Tobacco Kenya Ltd Ord 10.00,14-Feb-24,423.0000
Car and General (K) Ltd Ord 5.00,14-Feb-24,27.0000
Safaricom Ltd Ord 0.05,14-Feb-24,13.0000
British American Tobacco Kenya Ltd Ord 10.00,15-Feb-24,419.7500
Car and General (K) Ltd Ord 5.00,15-Feb-24,27.0000
Nairobi Securities Exchange,15-Feb-24,6.0200
Safaricom Ltd Ord 0.05,15-Feb-24,13.0500
Safaricom Ltd Ord 0.05,16-Feb-24,13.1000
Car and General (K) Ltd Ord 5.00,16-Feb-24,27.0000
British American Tobacco Kenya Ltd Ord 10.00,16-Feb-24,419.0000
Nairobi Securities Exchange,16-Feb-24,5.8000
Safaricom Ltd Ord 0.05,19-Feb-24,13.4000
Nairobi Securities Exchange,19-Feb-24,5.9800
British American Tobacco Kenya Ltd Ord 10.00,19-Feb-24,413.5000
Car and General (K) Ltd Ord 5.00,19-Feb-24,26.0000
Safaricom Ltd Ord 0.05,20-Feb-24,13.5000
Nairobi Securities Exchange,20-Feb-24,6.0600
Car and General (K) Ltd Ord 5.00,20-Feb-24,26.0000
British American Tobacco Kenya Ltd Ord 10.00,20-Feb-24,411.0000
Car and General (K) Ltd Ord 5.00,21-Feb-24,26.0000
Safaricom Ltd Ord 0.05,21-Feb-24,13.4000
British American Tobacco Kenya Ltd Ord 10.00,21-Feb-24,408.0000
Nairobi Securities Exchange,21-Feb-24,6.2800
Nairobi Securities Exchange,22-Feb-24,6.0000
British American Tobacco Kenya Ltd Ord 10.00,22-Feb-24,404.5000
Car and General (K) Ltd Ord 5.00,22-Feb-24,26.0000
Safaricom Ltd Ord 0.05,22-Feb-24,13.4000
Safaricom Ltd Ord 0.05,23-Feb-24,13.4000
Nairobi Securities Exchange,23-Feb-24,6.1200
Car and General (K) Ltd Ord 5.00,23-Feb-24,26.0000
British American Tobacco Kenya Ltd Ord 10.00,23-Feb-24,414.7500
Car and General (K) Ltd Ord 5.00,26-Feb-24,28.6000
Nairobi Securities Exchange,26-Feb-24,5.7800
Safaricom Ltd Ord 0.05,26-Feb-24,13.7500
British American Tobacco Kenya Ltd Ord 10.00,26-Feb-24,416.0000
Safaricom Ltd Ord 0.05,27-Feb-24,13.6500
Car and General (K) Ltd Ord 5.00,27-Feb-24,26.1500
Nairobi Securities Exchange,27-Feb-24,6.1000
British American Tobacco Kenya Ltd Ord 10.00,27-Feb-24,408.0000
Nairobi Securities Exchange,28-Feb-24,5.9400
Car and General (K) Ltd Ord 5.00,28-Feb-24,26.1500
Safaricom Ltd Ord 0.05,28-Feb-24,13.5000
British American Tobacco Kenya Ltd Ord 10.00,28-Feb-24,409.0000
Car and General (K) Ltd Ord 5.00,29-Feb-24,26.1500
Nairobi Securities Exchange,29-Feb-24,5.8400
Safaricom Ltd Ord 0.05,29-Feb-24,13.2500
British American Tobacco Kenya Ltd Ord 10.00,29-Feb-24,415.0000
British American Tobacco Kenya Ltd Ord 10.00,01-Mar-24,415.0000
Car and General (K) Ltd Ord 5.00,01-Mar-24,26.1500
Nairobi Securities Exchange,01-Mar-24,6.0000
Safaricom Ltd Ord 0.05,01-Mar-24,13.5000
Nairobi Securities Exchange,04-Mar-24,6.3800
British American Tobacco Kenya Ltd Ord 10.00,04-Mar-24,412.2500
Safaricom Ltd Ord 0.05,04-Mar-24,13.5000
Car and General (K) Ltd Ord 5.00,04-Mar-24,26.1500
Nairobi Securities Exchange,05-Mar-24,6.0200
Car and General (K) Ltd Ord 5.00,05-Mar-24,26.1500
Safaricom Ltd Ord 0.05,05-Mar-24,13.5000
British American Tobacco Kenya Ltd Ord 10.00,05-Mar-24,414.7500
Car and General (K) Ltd Ord 5.00,06-Mar-24,28.5000
Nairobi Securities Exchange,06-Mar-24,5.9000
British American Tobacco Kenya Ltd Ord 10.00,06-Mar-24,415.0000
Safaricom Ltd Ord 0.05,06-Mar-24,13.7500
British American Tobacco Kenya Ltd Ord 10.00,07-Mar-24,415.0000
Nairobi Securities Exchange,07-Mar-24,6.0200
Safaricom Ltd Ord 0.05,07-Mar-24,13.9000
Car and General (K) Ltd Ord 5.00,07-Mar-24,28.5000
Safaricom Ltd Ord 0.05,08-Mar-24,13.9000
Car and General (K) Ltd Ord 5.00,08-Mar-24,28.0000
British American Tobacco Kenya Ltd Ord 10.00,08-Mar-24,415.0000
Nairobi Securities Exchange,08-Mar-24,6.0600
British American Tobacco Kenya Ltd Ord 10.00,11-Mar-24,415.0000
Car and General (K) Ltd Ord 5.00,11-Mar-24,28.0000
Safaricom Ltd Ord 0.05,11-Mar-24,14.1500
Nairobi Securities Exchange,11-Mar-24,6.0000
Car and General (K) Ltd Ord 5.00,12-Mar-24,28.0000
Safaricom Ltd Ord 0.05,12-Mar-24,14.5000
British American Tobacco Kenya Ltd Ord 10.00,12-Mar-24,413.2500
Nairobi Securities Exchange,12-Mar-24,6.1000
British American Tobacco Kenya Ltd Ord 10.00,13-Mar-24,413.5000
Nairobi Securities Exchange,13-Mar-24,6.0200
Safaricom Ltd Ord 0.05,13-Mar-24,14.6000
Car and General (K) Ltd Ord 5.00,13-Mar-24,27.9500
Car and General (K) Ltd Ord 5.00,14-Mar-24,28.0000
Nairobi Securities Exchange,14-Mar-24,6.0800
Safaricom Ltd Ord 0.05,14-Mar-24,15.0000
British American Tobacco Kenya Ltd Ord 10.00,14-Mar-24,413.7500
Nairobi Securities Exchange,15-Mar-24,6.1600
Car and General (K) Ltd Ord 5.00,15-Mar-24,28.0000
British American Tobacco Kenya Ltd Ord 10.00,15-Mar-24,413.7500
Safaricom Ltd Ord 0.05,15-Mar-24,15.2000
Nairobi Securities Exchange,18-Mar-24,6.0600
Safaricom Ltd Ord 0.05,18-Mar-24,14.6000
Car and General (K) Ltd Ord 5.00,18-Mar-24,28.0000
British American Tobacco Kenya Ltd Ord 10.00,18-Mar-24,415.0000
British American Tobacco Kenya Ltd Ord 10.00,19-Mar-24,410.0000
Safaricom Ltd Ord 0.05,19-Mar-24,14.8000
Nairobi Securities Exchange,19-Mar-24,6.0600
Car and General (K) Ltd Ord 5.00,19-Mar-24,28.0000
Car and General (K) Ltd Ord 5.00,20-Mar-24,28.0000
Nairobi Securities Exchange,20-Mar-24,6.0800
British American Tobacco Kenya Ltd Ord 10.00,20-Mar-24,414.5000
Safaricom Ltd Ord 0.05,20-Mar-24,15.4000
Nairobi Securities Exchange,21-Mar-24,6.1000
Car and General (K) Ltd Ord 5.00,21-Mar-24,28.0000
Safaricom Ltd Ord 0.05,21-Mar-24,16.1500
British American Tobacco Kenya Ltd Ord 10.00,21-Mar-24,413.2500
Nairobi Securities Exchange,22-Mar-24,6.0400
British American Tobacco Kenya Ltd Ord 10.00,22-Mar-24,414.5000
Safaricom Ltd Ord 0.05,22-Mar-24,16.7500
Car and General (K) Ltd Ord 5.00,22-Mar-24,28.5000
British American Tobacco Kenya Ltd Ord 10.00,25-Mar-24,414.5000
Safaricom Ltd Ord 0.05,25-Mar-24,17.6000
Nairobi Securities Exchange,25-Mar-24,6.0600
Car and General (K) Ltd Ord 5.00,25-Mar-24,28.5000
British American Tobacco Kenya Ltd Ord 10.00,26-Mar-24,416.7500
Nairobi Securities Exchange,26-Mar-24,6.5000
Safaricom Ltd Ord 0.05,26-Mar-24,19.2500
Car and General (K) Ltd Ord 5.00,26-Mar-24,28.5000
Safaricom Ltd Ord 0.05,27-Mar-24,19.3000
British American Tobacco Kenya Ltd Ord 10.00,27-Mar-24,415.0000
Nairobi Securities Exchange,27-Mar-24,6.4400
Car and General (K) Ltd Ord 5.00,27-Mar-24,29.0000
Safaricom Ltd Ord 0.05,28-Mar-24,17.7500
Car and General (K) Ltd Ord 5.00,28-Mar-24,29.0000
Nairobi Securities Exchange,28-Mar-24,6.6200
British American Tobacco Kenya Ltd Ord 10.00,28-Mar-24,414.5000
Car and General (K) Ltd Ord 5.00,02-Apr-24,30.4000
Nairobi Securities Exchange,02-Apr-24,6.5600
British American Tobacco Kenya Ltd Ord 10.00,02-Apr-24,414.0000
Safaricom Ltd Ord 0.05,02-Apr-24,17.5500
British American Tobacco Kenya Ltd Ord 10.00,03-Apr-24,413.0000
Safaricom Ltd Ord 0.05,03-Apr-24,18.0000
Nairobi Securities Exchange,03-Apr-24,6.4400
Car and General (K) Ltd Ord 5.00,03-Apr-24,29.0000
Safaricom Ltd Ord 0.05,04-Apr-24,17.7000
Nairobi Securities Exchange,04-Apr-24,6.2000
Car and General (K) Ltd Ord 5.00,04-Apr-24,29.0000
British American Tobacco Kenya Ltd Ord 10.00,04-Apr-24,412.7500
Safaricom Ltd Ord 0.05,05-Apr-24,17.5500
Car and General (K) Ltd Ord 5.00,05-Apr-24,29.0000
Nairobi Securities Exchange,05-Apr-24,6.2200
British American Tobacco Kenya Ltd Ord 10.00,05-Apr-24,414.0000
Safaricom Ltd Ord 0.05,08-Apr-24,16.8000
British American Tobacco Kenya Ltd Ord 10.00,08-Apr-24,410.5000
Car and General (K) Ltd Ord 5.00,08-Apr-24,29.0000
Nairobi Securities Exchange,08-Apr-24,6.2000
Car and General (K) Ltd Ord 5.00,09-Apr-24,29.0000
British American Tobacco Kenya Ltd Ord 10.00,09-Apr-24,410.2500
Safaricom Ltd Ord 0.05,09-Apr-24,16.6500
Nairobi Securities Exchange,09-Apr-24,6.2000
Car and General (K) Ltd Ord 5.00,11-Apr-24,29.0000
Nairobi Securities Exchange,11-Apr-24,6.1800
Safaricom Ltd Ord 0.05,11-Apr-24,16.6500
British American Tobacco Kenya Ltd Ord 10.00,11-Apr-24,413.7500
British American Tobacco Kenya Ltd Ord 10.00,12-Apr-24,410.2500
Nairobi Securities Exchange,12-Apr-24,6.0600
Safaricom Ltd Ord 0.05,12-Apr-24,16.9500
Car and General (K) Ltd Ord 5.00,12-Apr-24,26.1000
Safaricom Ltd Ord 0.05,15-Apr-24,17.0500
Car and General (K) Ltd Ord 5.00,15-Apr-24,26.1000
Nairobi Securities Exchange,15-Apr-24,6.0000
British American Tobacco Kenya Ltd Ord 10.00,15-Apr-24,414.0000
Nairobi Securities Exchange,16-Apr-24,6.1000
Car and General (K) Ltd Ord 5.00,16-Apr-24,28.5000
British American Tobacco Kenya Ltd Ord 10.00,16-Apr-24,413.7500
Safaricom Ltd Ord 0.05,16-Apr-24,16.9500
Safaricom Ltd Ord 0.05,17-Apr-24,16.7500
Nairobi Securities Exchange,17-Apr-24,5.9000
British American Tobacco Kenya Ltd Ord 10.00,17-Apr-24,413.7500
Car and General (K) Ltd Ord 5.00,17-Apr-24,28.5000
Safaricom Ltd Ord 0.05,18-Apr-24,16.3500
Car and General (K) Ltd Ord 5.00,18-Apr-24,28.5000
British American Tobacco Kenya Ltd Ord 10.00,18-Apr-24,412.7500
Nairobi Securities Exchange,18-Apr-24,6.0800
British American Tobacco Kenya Ltd Ord 10.00,19-Apr-24,412.5000
Safaricom Ltd Ord 0.05,19-Apr-24,16.0000
Nairobi Securities Exchange,19-Apr-24,6.1400
Car and General (K) Ltd Ord 5.00,19-Apr-24,28.5000
Safaricom Ltd Ord 0.05,22-Apr-24,16.1000
British American Tobacco Kenya Ltd Ord 10.00,22-Apr-24,413.0000
Car and General (K) Ltd Ord 5.00,22-Apr-24,28.5000
Nairobi Securities Exchange,22-Apr-24,6.0000
British American Tobacco Kenya Ltd Ord 10.00,23-Apr-24,412.0000
Car and General (K) Ltd Ord 5.00,23-Apr-24,28.5000
Nairobi Securities Exchange,23-Apr-24,6.0000
Safaricom Ltd Ord 0.05,23-Apr-24,16.2500
Safaricom Ltd Ord 0.05,24-Apr-24,16.3500
Nairobi Securities Exchange,24-Apr-24,6.0000
British American Tobacco Kenya Ltd Ord 10.00,24-Apr-24,410.0000
Car and General (K) Ltd Ord 5.00,24-Apr-24,28.5000
Car and General (K) Ltd Ord 5.00,25-Apr-24,28.5000
Nairobi Securities Exchange,25-Apr-24,6.0000
British American Tobacco Kenya Ltd Ord 10.00,25-Apr-24,410.0000
Safaricom Ltd Ord 0.05,25-Apr-24,16.3500
Car and General (K) Ltd Ord 5.00,26-Apr-24,27.0000
British American Tobacco Kenya Ltd Ord 10.00,26-Apr-24,409.7500
Safaricom Ltd Ord 0.05,26-Apr-24,16.3000
Nairobi Securities Exchange,26-Apr-24,6.0000
Safaricom Ltd Ord 0.05,29-Apr-24,16.0000
British American Tobacco Kenya Ltd Ord 10.00,29-Apr-24,410.0000
Car and General (K) Ltd Ord 5.00,29-Apr-24,27.0000
Nairobi Securities Exchange,29-Apr-24,5.9600
British American Tobacco Kenya Ltd Ord 10.00,30-Apr-24,409.7500
Car and General (K) Ltd Ord 5.00,30-Apr-24,27.0000
Nairobi Securities Exchange,30-Apr-24,5.8800
Safaricom Ltd Ord 0.05,30-Apr-24,15.9500
Car and General (K) Ltd Ord 5.00,02-May-24,26.0000
Nairobi Securities Exchange,02-May-24,5.9400
Safaricom Ltd Ord 0.05,02-May-24,16.0000
British American Tobacco Kenya Ltd Ord 10.00,02-May-24,409.2500
Nairobi Securities Exchange,03-May-24,5.9800
Safaricom Ltd Ord 0.05,03-May-24,15.9500
British American Tobacco Kenya Ltd Ord 10.00,03-May-24,409.5000
Car and General (K) Ltd Ord 5.00,03-May-24,25.0500
Safaricom Ltd Ord 0.05,06-May-24,15.7500
Nairobi Securities Exchange,06-May-24,5.9000
Car and General (K) Ltd Ord 5.00,06-May-24,24.7500
British American Tobacco Kenya Ltd Ord 10.00,06-May-24,409.0000
British American Tobacco Kenya Ltd Ord 10.00,07-May-24,410.0000
Safaricom Ltd Ord 0.05,07-May-24,15.6500
Nairobi Securities Exchange,07-May-24,5.9600
Car and General (K) Ltd Ord 5.00,07-May-24,23.4000
Nairobi Securities Exchange,08-May-24,5.9000
Car and General (K) Ltd Ord 5.00,08-May-24,23.6500
British American Tobacco Kenya Ltd Ord 10.00,08-May-24,410.2500
Safaricom Ltd Ord 0.05,08-May-24,15.9500
Car and General (K) Ltd Ord 5.00,09-May-24,23.5000
Nairobi Securities Exchange,09-May-24,5.8400
Safaricom Ltd Ord 0.05,09-May-24,16.5000
British American Tobacco Kenya Ltd Ord 10.00,09-May-24,410.0000
Nairobi Securities Exchange,13-May-24,5.9200
Safaricom Ltd Ord 0.05,13-May-24,17.3500
Car and General (K) Ltd Ord 5.00,13-May-24,23.8500
British American Tobacco Kenya Ltd Ord 10.00,13-May-24,409.7500
Nairobi Securities Exchange,14-May-24,5.9800
British American Tobacco Kenya Ltd Ord 10.00,14-May-24,410.2500
Car and General (K) Ltd Ord 5.00,14-May-24,23.1500
Safaricom Ltd Ord 0.05,14-May-24,17.3500
Car and General (K) Ltd Ord 5.00,15-May-24,23.1500
British American Tobacco Kenya Ltd Ord 10.00,15-May-24,409.5000
Safaricom Ltd Ord 0.05,15-May-24,17.2500
Nairobi Securities Exchange,15-May-24,6.0000
Safaricom Ltd Ord 0.05,16-May-24,17.2500
Nairobi Securities Exchange,16-May-24,6.0000
Car and General (K) Ltd Ord 5.00,16-May-24,23.1000
British American Tobacco Kenya Ltd Ord 10.00,16-May-24,409.2500
Car and General (K) Ltd Ord 5.00,17-May-24,24.0000
British American Tobacco Kenya Ltd Ord 10.00,17-May-24,407.5000
Nairobi Securities Exchange,17-May-24,6.0000
Safaricom Ltd Ord 0.05,17-May-24,17.4000
Safaricom Ltd Ord 0.05,20-May-24,17.9500
British American Tobacco Kenya Ltd Ord 10.00,20-May-24,410.0000
Car and General (K) Ltd Ord 5.00,20-May-24,23.5000
Nairobi Securities Exchange,20-May-24,6.0000
British American Tobacco Kenya Ltd Ord 10.00,21-May-24,410.2500
Safaricom Ltd Ord 0.05,21-May-24,18.3000
Nairobi Securities Exchange,21-May-24,5.9800
Car and General (K) Ltd Ord 5.00,21-May-24,23.9500
British American Tobacco Kenya Ltd Ord 10.00,22-May-24,410.5000
Safaricom Ltd Ord 0.05,22-May-24,18.9000
Nairobi Securities Exchange,22-May-24,6.0000
Car and General (K) Ltd Ord 5.00,22-May-24,23.9500
Nairobi Securities Exchange,23-May-24,6.0000
British American Tobacco Kenya Ltd Ord 10.00,23-May-24,408.7500
Safaricom Ltd Ord 0.05,23-May-24,18.0000
Car and General (K) Ltd Ord 5.00,23-May-24,23.9500
Car and General (K) Ltd Ord 5.00,24-May-24,23.9500
British American Tobacco Kenya Ltd Ord 10.00,24-May-24,408.2500
Nairobi Securities Exchange,24-May-24,6.4800
Safaricom Ltd Ord 0.05,24-May-24,17.7500
Car and General (K) Ltd Ord 5.00,27-May-24,23.9500
British American Tobacco Kenya Ltd Ord 10.00,27-May-24,365.5000
Safaricom Ltd Ord 0.05,27-May-24,17.8000
Nairobi Securities Exchange,27-May-24,6.1800
Safaricom Ltd Ord 0.05,28-May-24,18.5000
British American Tobacco Kenya Ltd Ord 10.00,28-May-24,365.0000
Nairobi Securities Exchange,28-May-24,6.2000
Car and General (K) Ltd Ord 5.00,28-May-24,23.9500
British American Tobacco Kenya Ltd Ord 10.00,29-May-24,365.2500
Car and General (K) Ltd Ord 5.00,29-May-24,23.9500
Nairobi Securities Exchange,29-May-24,6.2600
Safaricom Ltd Ord 0.05,29-May-24,18.3500
Safaricom Ltd Ord 0.05,30-May-24,18.0500
British American Tobacco Kenya Ltd Ord 10.00,30-May-24,367.0000
Car and General (K) Ltd Ord 5.00,30-May-24,23.9500
Nairobi Securities Exchange,30-May-24,6.3000
British American Tobacco Kenya Ltd Ord 10.00,31-May-24,368.7500
Safaricom Ltd Ord 0.05,31-May-24,17.9000
Nairobi Securities Exchange,31-May-24,6.2600
Car and General (K) Ltd Ord 5.00,31-May-24,23.0000
Car and General (K) Ltd Ord 5.00,03-Jun-24,23.0000
Safaricom Ltd Ord 0.05,03-Jun-24,18.0000
British American Tobacco Kenya Ltd Ord 10.00,03-Jun-24,369.2500
Nairobi Securities Exchange,03-Jun-24,6.0000
Nairobi Securities Exchange,04-Jun-24,5.8800
Safaricom Ltd Ord 0.05,04-Jun-24,18.0000
British American Tobacco Kenya Ltd Ord 10.00,04-Jun-24,365.7500
Car and General (K) Ltd Ord 5.00,04-Jun-24,23.0000
Safaricom Ltd Ord 0.05,05-Jun-24,18.0500
Nairobi Securities Exchange,05-Jun-24,5.8600
Car and General (K) Ltd Ord 5.00,05-Jun-24,23.0000
British American Tobacco Kenya Ltd Ord 10.00,05-Jun-24,365.0000
Nairobi Securities Exchange,06-Jun-24,5.8200
British American Tobacco Kenya Ltd Ord 10.00,06-Jun-24,363.7500
Safaricom Ltd Ord 0.05,06-Jun-24,18.3500
Car and General (K) Ltd Ord 5.00,06-Jun-24,24.5000
Nairobi Securities Exchange,07-Jun-24,6.0200
Safaricom Ltd Ord 0.05,07-Jun-24,18.3500
Car and General (K) Ltd Ord 5.00,07-Jun-24,24.3000
British American Tobacco Kenya Ltd Ord 10.00,07-Jun-24,364.7500
British American Tobacco Kenya Ltd Ord 10.00,10-Jun-24,362.5000
Nairobi Securities Exchange,10-Jun-24,6.0800
Car and General (K) Ltd Ord 5.00,10-Jun-24,23.8000
Safaricom Ltd Ord 0.05,10-Jun-24,18.1000
Safaricom Ltd Ord 0.05,11-Jun-24,18.0500
Car and General (K) Ltd Ord 5.00,11-Jun-24,25.0000
Nairobi Securities Exchange,11-Jun-24,6.1400
British American Tobacco Kenya Ltd Ord 10.00,11-Jun-24,360.0000
Safaricom Ltd Ord 0.05,12-Jun-24,18.1000
Nairobi Securities Exchange,12-Jun-24,6.2200
Car and General (K) Ltd Ord 5.00,12-Jun-24,25.0000
British American Tobacco Kenya Ltd Ord 10.00,12-Jun-24,360.0000
British American Tobacco Kenya Ltd Ord 10.00,13-Jun-24,360.0000
Nairobi Securities Exchange,13-Jun-24,5.9600
Car and General (K) Ltd Ord 5.00,13-Jun-24,22.8500
Safaricom Ltd Ord 0.05,13-Jun-24,18.1000
Car and General (K) Ltd Ord 5.00,14-Jun-24,22.8500
Nairobi Securities Exchange,14-Jun-24,6.1800
Safaricom Ltd Ord 0.05,14-Jun-24,18.2000
British American Tobacco Kenya Ltd Ord 10.00,14-Jun-24,359.7500
Nairobi Securities Exchange,18-Jun-24,5.9800
British American Tobacco Kenya Ltd Ord 10.00,18-Jun-24,355.2500
Safaricom Ltd Ord 0.05,18-Jun-24,18.3000
Car and General (K) Ltd Ord 5.00,18-Jun-24,21.3000
Car and General (K) Ltd Ord 5.00,19-Jun-24,21.3500
Safaricom Ltd Ord 0.05,19-Jun-24,18.5000
Nairobi Securities Exchange,19-Jun-24,6.0000
British American Tobacco Kenya Ltd Ord 10.00,19-Jun-24,354.7500
Nairobi Securities Exchange,20-Jun-24,6.0600
Safaricom Ltd Ord 0.05,20-Jun-24,18.7000
Car and General (K) Ltd Ord 5.00,20-Jun-24,20.7000
British American Tobacco Kenya Ltd Ord 10.00,20-Jun-24,354.5000
Car and General (K) Ltd Ord 5.00,21-Jun-24,20.0000
British American Tobacco Kenya Ltd Ord 10.00,21-Jun-24,354.5000
Safaricom Ltd Ord 0.05,21-Jun-24,18.1500
Nairobi Securities Exchange,21-Jun-24,6.0000
Safaricom Ltd Ord 0.05,24-Jun-24,18.1000
Car and General (K) Ltd Ord 5.00,24-Jun-24,18.8500
British American Tobacco Kenya Ltd Ord 10.00,24-Jun-24,354.2500
Nairobi Securities Exchange,24-Jun-24,6.0400
Safaricom Ltd Ord 0.05,25-Jun-24,18.0500
Nairobi Securities Exchange,25-Jun-24,6.1400
British American Tobacco Kenya Ltd Ord 10.00,25-Jun-24,355.0000
Car and General (K) Ltd Ord 5.00,25-Jun-24,20.7000
British American Tobacco Kenya Ltd Ord 10.00,26-Jun-24,354.0000
Safaricom Ltd Ord 0.05,26-Jun-24,17.8500
Car and General (K) Ltd Ord 5.00,26-Jun-24,20.7000
Nairobi Securities Exchange,26-Jun-24,6.1800
Safaricom Ltd Ord 0.05,27-Jun-24,17.2000
British American Tobacco Kenya Ltd Ord 10.00,27-Jun-24,353.5000
Car and General (K) Ltd Ord 5.00,27-Jun-24,20.7000
Nairobi Securities Exchange,27-Jun-24,5.8600
Nairobi Securities Exchange,28-Jun-24,5.8600
Safaricom Ltd Ord 0.05,28-Jun-24,17.3000
Car and General (K) Ltd Ord 5.00,28-Jun-24,22.5500
British American Tobacco Kenya Ltd Ord 10.00,28-Jun-24,353.7500
British American Tobacco Kenya Ltd Ord 10.00,01-Jul-24,354.7500
Car and General (K) Ltd Ord 5.00,01-Jul-24,22.5500
Nairobi Securities Exchange,01-Jul-24,5.8200
Safaricom Ltd Ord 0.05,01-Jul-24,17.4500
Safaricom Ltd Ord 0.05,02-Jul-24,17.4000
Nairobi Securities Exchange,02-Jul-24,5.8000
British American Tobacco Kenya Ltd Ord 10.00,02-Jul-24,354.7500
Car and General (K) Ltd Ord 5.00,02-Jul-24,22.5500
Car and General (K) Ltd Ord 5.00,03-Jul-24,22.5500
British American Tobacco Kenya Ltd Ord 10.00,03-Jul-24,354.7500
Nairobi Securities Exchange,03-Jul-24,5.8000
Safaricom Ltd Ord 0.05,03-Jul-24,17.3500
Car and General (K) Ltd Ord 5.00,04-Jul-24,20.5000
Nairobi Securities Exchange,04-Jul-24,5.8000
Safaricom Ltd Ord 0.05,04-Jul-24,17.2000
British American Tobacco Kenya Ltd Ord 10.00,04-Jul-24,354.5000
Nairobi Securities Exchange,05-Jul-24,5.7800
British American Tobacco Kenya Ltd Ord 10.00,05-Jul-24,354.2500
Safaricom Ltd Ord 0.05,05-Jul-24,17.3000
Car and General (K) Ltd Ord 5.00,05-Jul-24,22.0000
Safaricom Ltd Ord 0.05,08-Jul-24,17.3000
British American Tobacco Kenya Ltd Ord 10.00,08-Jul-24,353.2500
Nairobi Securities Exchange,08-Jul-24,5.7400
Car and General (K) Ltd Ord 5.00,08-Jul-24,22.0000
Nairobi Securities Exchange,09-Jul-24,5.7600
Car and General (K) Ltd Ord 5.00,09-Jul-24,22.0000
British American Tobacco Kenya Ltd Ord 10.00,09-Jul-24,354.0000
Safaricom Ltd Ord 0.05,09-Jul-24,17.3000
British American Tobacco Kenya Ltd Ord 10.00,10-Jul-24,354.0000
Safaricom Ltd Ord 0.05,10-Jul-24,17.1000
Nairobi Securities Exchange,10-Jul-24,5.7600
Car and General (K) Ltd Ord 5.00,10-Jul-24,21.9500
Nairobi Securities Exchange,11-Jul-24,5.9600
Car and General (K) Ltd Ord 5.00,11-Jul-24,21.5000
Safaricom Ltd Ord 0.05,11-Jul-24,17.0500
British American Tobacco Kenya Ltd Ord 10.00,11-Jul-24,353.5000
Car and General (K) Ltd Ord 5.00,12-Jul-24,20.0000
British American Tobacco Kenya Ltd Ord 10.00,12-Jul-24,354.2500
Nairobi Securities Exchange,12-Jul-24,6.1200
Safaricom Ltd Ord 0.05,12-Jul-24,17.0500
British American Tobacco Kenya Ltd Ord 10.00,15-Jul-24,353.5000
Safaricom Ltd Ord 0.05,15-Jul-24,17.0000
Nairobi Securities Exchange,15-Jul-24,5.9400
Car and General (K) Ltd Ord 5.00,15-Jul-24,20.0000
Safaricom Ltd Ord 0.05,16-Jul-24,17.0000
Car and General (K) Ltd Ord 5.00,16-Jul-24,20.0000
Nairobi Securities Exchange,16-Jul-24,6.1600
British American Tobacco Kenya Ltd Ord 10.00,16-Jul-24,354.0000
Nairobi Securities Exchange,17-Jul-24,6.2000
British American Tobacco Kenya Ltd Ord 10.00,17-Jul-24,354.0000
Safaricom Ltd Ord 0.05,17-Jul-24,16.7500
Car and General (K) Ltd Ord 5.00,17-Jul-24,20.0000
British American Tobacco Kenya Ltd Ord 10.00,18-Jul-24,361.2500
Safaricom Ltd Ord 0.05,18-Jul-24,16.4500
Car and General (K) Ltd Ord 5.00,18-Jul-24,20.5000
Nairobi Securities Exchange,18-Jul-24,5.9600
Car and General (K) Ltd Ord 5.00,19-Jul-24,22.0000
Safaricom Ltd Ord 0.05,19-Jul-24,16.4000
Nairobi Securities Exchange,19-Jul-24,6.0200
British American Tobacco Kenya Ltd Ord 10.00,19-Jul-24,359.5000
Safaricom Ltd Ord 0.05,22-Jul-24,16.2000
Car and General (K) Ltd Ord 5.00,22-Jul-24,22.0000
British American Tobacco Kenya Ltd Ord 10.00,22-Jul-24,360.0000
Nairobi Securities Exchange,22-Jul-24,6.1400
Safaricom Ltd Ord 0.05,23-Jul-24,16.1500
Car and General (K) Ltd Ord 5.00,23-Jul-24,20.0000
British American Tobacco Kenya Ltd Ord 10.00,23-Jul-24,360.0000
Nairobi Securities Exchange,23-Jul-24,6.1200
Nairobi Securities Exchange,24-Jul-24,5.8400
Safaricom Ltd Ord 0.05,24-Jul-24,15.9500
